gp:AOqpTOGSsGv5rOA79ttW2LE0FeMYvkdUuXRMTfbyMk00pJ0uDDj4XRvR5b2fVE4EIG19EdKBF0pZzb7g0NYYMg,"It is an excellent solution to finding videos and following people that has similar interests as ourselves. Also, it is an excellent solution to rediscovering ourselves within any environment of our society, given that we respect the environment of our society whether it be in public view or private view.",402,21.2.5,2021-09-20 07:50:23
gp:AOqpTOEDQ9__FJihY_0V4iwqy4P2OK8tGVR1tFBixYbnsY3FmxNyewvxi4Yjd-ZCiyecVPB8MKH-DpWG5QLLnA,"Great app works really well so many features so many new features lots of popular trends and so many things you can do on the app like find friends, post videos, get likes ,Duets, shares, and so much more so yes or even get sponsored on tik tok besides all the scams the app is pretty content and sometimes the foryou page won't load but other than that it's a great app that continues to improve so yes 5 Stars",67,21.2.5,2021-09-19 23:10:47
gp:AOqpTOEGEfr8TL0iKTlpbTDeM8P7HywlMmP9CkHMoaTSd4v4LoElVhIbwqGsXsLdjVB-UAuOAE0Y5GwGk0s2jA,I down loaded app but didnt work . i love this app . but could you maybe fix the bugs and make it easier to load better . like sign in with facebook or google ? works good on my phone tho . ipad does not work fix it please !,24,21.2.5,2021-09-19 08:59:34
